,RATING,CUT_COMMENT
1602,5.0,六十年代 一个 70 岁 的 新西兰 老头 横跨 半个 地球 参赛 驾着 一辆 1920 年 的 摩托车 创造 了 世界 陆地 最快 速度 至今 无人 能破 这个 老头 很 普通 甚至 让 烦 但 在 一个 宽容 的 环境 中 只要 你 有 梦想 并 去 追求 就 一定 能 实现
1603,4.0,公路 励志 片 一路 旅行 一路 yp 的 老 人生 赢家 霍普金斯 对 角色 驾驭 的 能力 很棒 最近 沉迷 传记 特别 是 励志 传记
1604,3.0,又 一部 架构 庞大 却 看 不 明白 的 电影
1605,1.0,画面 还好 但是 故事 要 不要 讲 这么 差 啊
1606,2.0,这个 拍 的 也 太穷 了 啊
1607,3.0,没什么 内涵 的 电影 也 称不上 演技 天马行空 的 剧情 新颖 的 想法 还 可以
1608,3.0,值得 看 特效
1609,3.0,和 名字 一样 好乱 不 知道 说 啥 不过 人物 场景 科幻 得 很漂亮
1610,3.0,大學 看過 一次 差不離 忘 得 乾淨 第一次 附身 那段 很 有感 覺
1611,3.0,不伦不类
1612,3.0,没看 懂 画面 很漂亮 两次 音乐 响起 和 未来 世界 的 重金属 场景 一直 让 我 有 颓废 破败 感 不知 何故
1613,2.0,Gods   in   the   heaven   All   rights   with   the   world
1614,2.0,好 low 的 动画
1615,3.0,怪怪的 电影
1616,2.0,不愧 混乱 之名 全片 不但 叙事 混乱 也 缺乏 高潮 剧情 更是 一个 笑话 特效 同样 一塌糊涂
1618,2.0,刚 看到 一个 词 可以 完美 的 形容 这 片子 抽象 西方 文艺 化 的 科幻 观 大约 就 如此 吧
1620,3.0,睡   去   了   感觉 像是 玩老滚
1621,1.0,无法 直视
1622,1.0,没 咋 看 懂 少儿不宜
1623,2.0,意识形态 啊
1625,3.0,编剧 真是 不行 凶手 气息 太 明显
1626,2.0,同样 是 开 金手指 打 boss 这剧 怎么 能 难看 成 这样 宽叔 和 香川 叔 是不是 欠 了 导演 钱
1627,3.0,真心 翻拍 没有 原版 好看 啊
1628,5.0,一般 的 剧情   却是 最帅 的 宽
1629,3.0,都 不 记得 本篇 讲 点 什么 了
1630,3.0,宽叔 一如既往 帅气 香川 大叔 依旧 最佳 男配 波 瑠 这个 角色 真的 是 很 特别 啊
1631,3.0,虽然 假 的   但 看 宽 叔 深情 的 闻 尸体   送到 嘴边 的 食物 吃 不 下去 了
1632,5.0,波 瑠 饰演 的 警视厅 的 警官 不能 再 美丽   波 瑠 真是 女神 的 存在 啊
1633,3.0,依旧 赞美 bgm
1634,4.0,故事 其实 挺 套路 的 但 宽 叔 和 香川 叔演 得 不错 三星 半
1636,3.0,嗅觉 特别 好
1637,4.0,比剧 好玩 一点   还是 要 夸 一下 摄影 和 后期   还有 Haru 太 好看 啦
1638,4.0,看 完 这部 真的 希望 第二季 啊 真的 好看 特别篇 也 特别 好看 啊 阿部宽 与 香川 叔 的 搭配 棒棒 的 啊 案件 中 又 各种 搞笑 斗嘴 的
1639,3.0,看不懂
1640,4.0,你 所 知道 的 各種 BL 小說 狗血 虐心橋 段 大 甩 賣亞 歷山大 跟 赫非 簡直 是 希臘 版萊因 哈特 和 吉爾菲 里斯 我敢 打 賭亞 歷山大 每次 上別 人時 心裡 想 的 都 是 赫 非但 他 和 赫非 就是 沒 搞起 來 唯一 的 吻戲 也 被 刪 了 Bagoas 又 溫柔 又 知進 退安本份 這樣 的 角色 其實 很 讓 人 心疼 的 可是 造型 太 瞎 狗眼 快 把 我 雷成 碳粉 了
1641,4.0,除了 男 猪脚 的 脸 我 觉得 其他 都 不错
1642,3.0,托勒密 那 演员 长得 太像 希斯 莱杰 了 这 片子 的 男淫 太 养眼 了 o
1643,5.0,跟 天国 王朝 一样 一定 要 看 导演 剪辑版 管它 被 影评人 怎样 骂 我 就是 爱 这 片子 石头 导 正赶上 史诗片 泛滥 的 那 几年 拍 的 这片 于是 强大 卡司 的 此片 被 直接 划 为 商业 无 脑片 了 冤得 很 印象 最深 的 是 Jared 的 HephaestionAlexander 结婚 前 他 去 送 戒指 那个 眼泪 在 眼眶里 打转 的 小 动物 眼神 啊 他 死 的 时候 彻底 哭伤 我 了
1644,3.0,体量 极大 结构 却 缺乏 技巧 大块 叙事 桥段 之间 的 承接 交错 有些 偏硬 而 冗长 篇幅 与 对白 也 并 没能 取得 很 好 的 丰满 人物 的 效果 情节 也 不够 精巧 因此 整体 感觉 有些 沉闷 枯燥 相比 oliver   stone 几部 当代 背景 的 历史 人物传记 叙事 张力 与 格局 深度 相差 甚远
1645,3.0,拍 传记类 电影 还是 很 需要 勇气 吧 你 短短 几个 月 的 演绎 就是 人家 的 一生 啊
1646,4.0,亮点   妖艳 的 舞男
1647,4.0,每个 镜头 都 是 值得 揣摩 的 艺术品 构图 太美 了 朱莉 可真 好看
1649,4.0,看 的 三个 半小时 的 版本 时间 线 跳来跳去 的 感觉 倒 是 还行 如果 真的 弄 成 从头 说 到 尾 那种 反而 会 无趣 吧 相比 毫无 存在 感 的 法瑞尔 斯通 你 卡司 他 是 喝 多 了 吗 其他 男配角 真的 一个 妖过 一个 加长版 还 肆无忌惮 地放 了 好多 艳舞 段落 要不是 找 朱莉演 麻麻 根本 都 不会 记得 这 片子 里 还有 女人
1650,3.0,也 算 同志电影
1651,3.0,亚历山大 自幼 聪颖过人 曾受 教于 亚利 斯多德 稍长 即 被 授予 首府 总督 之职 并 以 平定 山贼 有功 而 任命 为 马其顿 大军 统帅 随父 横扫 希腊 城邦 之乱 融合 东西 文化 鼓励 民族 间 通婚 并 倡导 民族 间 地位 平等 讲 希腊 思想 律法 散布 各地 开创 希腊化 时代 文化 死时 却 年 仅 33 岁
1652,4.0,导演 功力 很强 敢于 直面 历史 反思 历史 不错 的 史实 片
1653,3.0,朱莉 越来越 有 气场
1654,4.0,很 好 的 历史 片
1655,5.0,看 的 是 3 个 半小时 的 导演 剪辑版
1656,4.0,x
1657,5.0,我 的 天   这里 的 男人 怎么 都 那么 好看
1658,1.0,江郎才尽
1659,3.0,有点儿 冗长 了
1660,5.0,一如既往 的 可爱 和 喧闹 milkyholmes
1661,4.0,虽然 回归 了 一 二季 的 班底 和 风格 但 节奏 比较 奇怪 第二季 真的 可遇 不可 求 另外 全系列 角色 露脸 回忆 怎么 一股 最终 回感
1663,3.0,动画 从 第三季 开始 的 颓势 真的 救 不 过来 了 剧场版 森 脇 真 琴 回归 g4 和 怪 盗 帝国 也 上线 但是 和 前 两季 大 农村 时代 之类 的 相比 还是 差 了 点 什么 另外 剧情 不少 莫名其妙 颜艺 过犹不及 当然 也许 是 期待 太高 吧
1664,5.0,重回 一 二季 的 弱智 风格   补 mark
1665,5.0,全系列 最为 深井 冰 的 一作 全员 登场 好评 胸残 的 对决 橡胶 材质 的 警车 我 的 字典 里 没有 不 可能 二字 以及 コ コ ロ ち ゃ ん 言 う な and   you
1666,4.0,侦探 歌剧
1667,2.0,有个 叫 张士豪 的 NPC   一出场 只会 说 5 句 话   我 叫 张士豪   天蝎座 O型   游泳队 吉他社   其实 根本 没有 林月珍 对 不 对   是 你 自己 想 认识 我   最后 他 被 发 了 卡   两颗 星全 给 桂纶 镁
1668,5.0,记得 在 我 17 岁 我 也 留 着 一样 的 短发 每逢 周一 穿着 白色 衬衫 领子 系 了 一个 酒 红色 的 蝴蝶结 浅蓝色 的 裙子 刚刚 好及 膝 那 时候 总是 会 透过 那 一扇 窗 看着 纯净 的 天空 或 悠悠 飘过 几朵 白云 或 有 飞机 掠过 留下 长长的 一条 尾巴 记事本 上 的 黄色 便签 纸 在 课桌 上 涂画 的 风景 还有 你们 的 笑容 都 成 了 青春 的 回忆
1670,4.0,825   自己 爱 的 人 的 利益 和 自己 的 利益 有 冲突 阿依达 模式 想法 是 好 的 但是 展开 得 太弱 了 杨 德昌 平淡 里 出 传奇 那 两下子 不是 那么 好学 的
1671,4.0,如果 17 岁 时 只 想着 考大学 不再 是 处 男 可以 尿 直线 你 该是 多么 快乐 的 男生 啊
1672,3.0,没 想象 中 好看 桂纶 镁 婴儿 肥真重 不过 大仁哥 好 嫩 啊
1673,4.0,我 叫 张士豪 我 是 游泳队 吉他社 长得 还 不错 啊 我 有 什么 不好 我 就是 要 追 你 啊
1674,3.0,无论是 谁 肯定 都 有 过 心怀 青涩 恋情 的 傻瓜 岁月 我 大概 知道 这 电影 要说 什么 却 不能 理解 为什么 要 这么 说 台湾 电影 跟 没 字幕 的 法国电影 一样 难懂 啊
1675,3.0,空洞   言 之 无味   我 曾经 也 和 一个 女孩 有过 未来 的 约定   虽然 她 不是 个 蕾丝   但是 我 想 她 一定 是 忘记 了 那个 约定   于 我 而言   我 早就 迷失 在 这个 花花世界   于是乎   我 也 忘记 了 她   当 我 回忆 曾经 有过 的 这段 往事 的 时候   我 总 觉得 很 奇怪   因为 我 不 分不清 了 现实 和 梦 的 界限   除了 有些 隐隐作痛   剩下 的 就是 无奈 了 吧
1676,3.0,根本 不算 同性 片 嘛 懵懂 的 年少 情怀 男生 大门 开启 的 时候 她 的 青春 也 结束 了
1677,3.0,那些 美好 的 单纯 的 爱恋 一直 被 现实 模仿 着 但 现实 总是 那么 一个 撇脚 的 模仿者
1678,5.0,台湾 青春片 的 鼻祖 那些 日子 仿佛 就 在 你 我 身边
1679,4.0,电影 里 的 桂纶 镁 和 陈柏霖 是 如此 的 青涩 这部 电影 会 让 我们 想起 属于 你 我 的 那年 的 夏天 台湾 的 青春片 像 渺渺 盛夏 光年 九降 风 清新 流畅 灵动 纯粹 得 没有 一丝 杂质 虽然 有种 故作 清新 的 矫情 却 还是 每每 让 我 觉得 心情舒畅
1680,4.0,"关于 青春 似乎 总是 淡淡的 懵懂 的 
 浅浅的 蓝色 意识 
 欢快 的 Accidently   Kelly   Street 
 很 美 但是 很快 就 不见 了"
1681,5.0,看到 最后 我 快 哭 了 那 在 风中 翻飞 的 花 衬衫 最后 跟踪 他俩 汽车 的 高速 长镜头 太 震撼人心 了 这 不是 一部 爱情片 只是 一部 张世豪 到此一游 的 电影
1682,3.0,蓝色 大门 真是 很 奇怪 一个四十多岁 的 大叔 怎么 可以 拍 出 这么 清新 这么 击中 少年 仔 心扉 的 电影 本来 想 给出 推荐 但是 像 我 这样 的 大叔 又 能 推荐 给 谁 呢 movie
1683,4.0,我 闭上眼睛 看不见 自己 但是 我 却 可以 看见 你 810
1684,5.0,"永远 有 那样 一份 爱 
 像 一杯 冰镇 的 果汁 在 淡淡的 吹 着 海风 的 夏天 给 你 别样 的 清爽 和 自 在"
1685,3.0,盛夏 阳光 白衬衣 单车 操场 游泳池 海边 钢琴曲 帅气 单纯 的 少年 和 冷漠 倔强 的 少女 不能 回到 的 过去 17 岁 的 绝版 青春 台湾 成长 电影 的 名片 之一 导演 功力 稍 欠火候 但 情怀 无法 复制 另外 说 一句 GL 情节 是 败笔
1686,5.0,於 是 我 似乎 看到 多年 以后 你 站 在 一扇 蓝色 的 大 门前 下午 三点 的 阳光 你 仍 有 几颗 青春痘 你 笑 着 我 跑 向 你 问 你 好不好 你 点点头 三年 五年 以后 甚至 更久 更久 以后 我们 会 变成 什么样 的 大人 呢 是 体育老师 还是 我妈 虽然 我闭 着 眼睛 也 看不见 自己 但是 我 却 可以 看见 你
1687,4.0,小姐 你 的 熊掉 了
1688,5.0,师匠 牛 逼 啊 偶尔 路过 的 主妇
1689,4.0,哈哈哈 哈哈 这 就是 爱情 XDDD
1690,5.0,哈哈哈哈 小姐 你 的 熊掉 了 联想 到 八轩 和 御影 在 皮卡上 和 熊 的 尸体 一起 看 星星 还 真是 荒川 弘式 的 浪漫 呢
1692,4.0,小姐 你 的 熊掉 了   小姐 你 的 熊掉 了   小姐 你 的 熊掉 了   小姐 你 的 熊掉 了   小姐 你 的 熊掉 了   小姐 你 的 熊掉 了   小姐 你 的 熊掉 了
1693,5.0,小姐 你 的 熊掉 了 啊 哈哈哈哈 整个 人 都 笑 抽 了 啊 哈哈哈哈
1694,4.0,看 了 但是 应该 没 看到 全部   很多 豆友 截图 的 部分 没 看到   求个 链接 啊 呜呜 呜
1696,4.0,一 就是 全全 就是 一
1697,5.0,笑 死 我 了 哈哈哈 哈哈哈 哈哈哈 哈哈哈
1698,5.0,小姐 你 的 熊掉 了
1699,5.0,哈哈哈哈 师傅 也 有 清纯 的 时候 小姐 你 的 熊掉 了 还有 前面 在 山上 过 了 一个月 故事 森赛 物语
1701,5.0,小姐 你 的 熊掉 了
1703,4.0,主婦 太強 了   超 威武   大愛
1704,5.0,啊 相比 起 老师 爱德华 他们 的 修炼 真是 弱 爆 了 哈哈哈 老师 好 可爱
1705,4.0,拜 的 格斗 老师 哈哈哈哈 怨不得 先进 山 修炼 一个月 还 间接 把 爱德 阿尔 也 害 了
1706,3.0,一般般 耶 与 四格 剧场 相比 相差 甚远
1707,2.0,不 明白 为什么 暴力 过 的 真相 就 不是 真相 了 既然 这么 显然 这人 是 凶手 难道 没有 其他 途径 证明 曾经 暴力 过 证言 就 永远 不可 信 了 吗
1708,3.0,主要 是 结子 姐姐 好看
1709,3.0,完全 靠田村 老爷 撑起来 的 片子
1710,2.0,太 没意思 漏洞百出 煞有介事
1711,4.0,没有 对 司法制度 进行 深入探讨 是 不足之处   简单 的 剧情 拍 的 如此 感人   演员 和 导演 还是 很 给 力 的
1712,2.0,"25 
 两个 很 喜欢 的 演员 可是 好 无聊"
1713,3.0,3 颗星 全给 田村 叔
1714,3.0,好久没 看过 结子 演戏 了
1715,3.0,优雅 的 正 和
1716,5.0,谁 有 ost
1717,2.0,你 妈妈 曾经 说 过 你 就 像 一只 小鸟 握 的 太紧 会 弄伤 它 但是 放开 它 就 会 飞 走
1718,3.0,so   so
1719,2.0,soft   flash 很 早就 看 了 的
1720,4.0,嗯 很 心累 很 心疼 但是 剧本 平平
1721,4.0,打开 就 不想 关掉 的 戏 就是 好戏 田村 叔太赞 啦
1722,4.0,三星 半入 老爷 QAQ
1723,4.0,案情 本身 并 不 复杂 但 拍 得 很 有 感染力 那种 愤怒 和 伤心 都 传 达到 了 竹内 结子 演技 很 一般 啊 中尾 明庆 还 真是 演 QJ 犯 不要 化妆     狗妹 啊
1724,3.0,一封信 就 能 搞定 的 事 干嘛 虐得 那么 辛苦 呢
1725,3.0,田村正和 帅得 让 人 只 想 落泪 如果 我 的 H 桑老 了 也 有 这么 从容 多好 竹内 结子 跟二宫 和 也 不是 一般 的 像 也 像 仲里 依纱 所以 说 特别 理解 二 大大 为啥 喜欢 她 但 这里 的 表演 方式 不太 喜欢 看 更 多 再作 判断 吧 剧情 略弱 我 还要 再 跟 甲鱼 讨论 讨论
1726,2.0,还 行
1727,2.0,boring 裸照 风波
1728,5.0,beautiful   personal   tender   artsy
1729,3.0,金钱 诚可贵   尊严 价更高   若 为 爱情 故   两者 皆 可 抛
1730,2.0,海边 的 曼彻斯特
1731,5.0,真 爱
1732,3.0,三星 靠 演员 的 气场 和 演技 支撑 的 电影
1733,3.0,本子 太弱 了 很多 地方 不 清楚 篇幅 张力 也 不够 但 还是 传 达到 了 任何人 的 生命 都 不是 能够 随意 夺取 的 老爷子 亲自 为 世人 举 了 例子 田村 叔 的 声音 太 磁性 了 倒   冷泉 叔 和 女神 本季 第二次 搭配 一次 夫妻 这次 对手 w   结子 姐姐 求 今年 主剧
1734,2.0,近两年 古 畑 刑警 一直 在 演 憋 憋屈 屈 的 虐心 爹 还要 被 这么 一个 各种 想当然 的 剧本 折磨 委实 替 他 不公 啊 渡边 大 什么 情况 都 变成 渡边 肥 了
1735,3.0,本来 期待 一场 废 不 废除 死刑 法律 漏洞 的 大 争论 结果 到 了 处女 论 的 问题
1736,4.0,日 剧中 法律 题材 的 正剧 的 质量 还是 很 不错 的
1737,4.0,片子 很 美 要是 换个 女主角 就 好 了 花絮 拍 的 也好 出现 很 美的 片场 照片
1738,2.0,男女 主角 選角 失敗 20 多歲 的 愛戀 實錄 不停 交媾 單純 蠢笨 少心機
1740,3.0,道德 就 装 在 男人 的 睾丸 里 失控 就 会 变成 一坨 屎
1741,5.0,电影版 艳照 门 Brilliantlove 男主角 的 重点 露 屌 镜头 httpwwwmensimicomviewthreadphptid5555extrapage3D2
1742,3.0,还 行
1743,3.0,电影 画面 尺度 大胆 当 某种 片段 的 画面 过度 渲染 时 也 都 见怪不怪 关键 还是 看 内容 表达 是否 能够 让 人 印象 深刻 有时候 看太多 欧美 文艺片 各种 类似 的 画面 时有 一种 无力 的 空洞 感
1744,3.0,有 一点 冷战 思维
1745,3.0,从 制作 上 升级 了 很多 什么 飞机 大炮 的 风格 依旧 不过 反到 是 没有 了 第一部 那种 感觉 了
1746,1.0,糟透了
1747,4.0,小时候 还是 录像带 记得 看 了 好几遍
1748,5.0,居然 是 我 生日 的 那天 上映 的 嘿嘿   虽然 早 了 6 年 呐
1749,3.0,老 片子 还 挺 好看 的
1750,3.0,童年时代 看到 的 带子 叫 绿宝石 2 导致 今天 还花 了 一段时间 找 页面
1752,2.0,完全 就是 肥皂剧 的
1753,3.0,头一回 见到 开着 战斗机 在 地面 上 横冲直撞 的
1754,4.0,道格拉斯 的 特写 都 美得 不像话 啊啊啊
1755,2.0,5410     不如 绿宝石 1994 或 1995 年
1756,3.0,哎哟 喂 就 看看 道格拉斯 就行了
1757,5.0,1452 宝石 小哥 可爱
1758,2.0,跟 同 年代 的 夺宝奇兵 相比 就是 一个 笑话
1759,3.0,有 特纳 怎么 也 要 加颗 星
1760,5.0,和 夺宝奇兵 一样 出色 的 老片
1762,4.0,当年 的 寻宝 片 水平 都 很 高
1763,3.0,63
1767,1.0,1 分 电影 讲 的 是 一个 卖 撸 撸 杯 的 韩国 女主播 的 故事 估计 那个 平台 不能 刷 礼物 所以 这个 女主播 尽管 卖肉 也 还是 穷 的 连 房租 都 付不起 女主 的 第一个 男友 身材 好棒 腹肌 分明 除此之外 电影 就 没 再有 什么 值得 看 的 地方 了 剧情 很 奇怪 然后 亲情 部分 结合 的 很 生硬 我 突然 就 感受 不到 三级片 存在 的 意义 了 这部 电影 不 推荐
1770,1.0,真的 是 烂片 一部   啊
1773,2.0,Gfxzxgh
1774,1.0,垃圾
1775,5.0,烈
1779,1.0,女主 奇丑无比 剧情 太烂
1782,2.0,
1784,4.0,很 好 很 温暖
1786,3.0,夕阳红
1787,5.0,06 年 广州 新西兰 电影周 就 曾 有 此片 直至 后来 躺 硬盘 里 也 一直 没 看 终于 要 去 新西兰 前 心潮澎湃 地 看 完 了 南岛 最南 小镇 因弗吉尔 竟然 出 了 这么 一个 英雄 当然 电影 把 真人 更加 传奇 化 比如 让 老头 变得 穷苦 伶仃 满身 疾病 也 就 因此 成就 了 跨越 太平洋 和 美国 西部 暖情 弥漫 的 舒服 艺术 氛围
